CVE,Code,Severity
CVE-2019-11939,1,7.5 HIGH
CVE-2019-1195,1,7.6 HIGH
CVE-2019-1196,1,7.6 HIGH
CVE-2019-1197,1,7.6 HIGH
CVE-2019-12041,1,7.5 HIGH
CVE-2019-12043,1,6.1 MEDIUM
CVE-2019-12046,1,9.8 CRITICAL
CVE-2019-12067,1,6.5 MEDIUM
CVE-2019-12068,1,3.8 LOW
CVE-2019-12083,1,8.1 HIGH
CVE-2019-12086,1,7.5 HIGH
CVE-2019-12094,1,6.1 MEDIUM
CVE-2019-12095,1,8.8 HIGH
CVE-2019-12098,1,7.4 HIGH
CVE-2019-12105,1,8.2 HIGH
CVE-2019-12106,1,7.5 HIGH
CVE-2019-12107,1,7.5 HIGH
CVE-2019-12108,1,7.5 HIGH
CVE-2019-12109,1,7.5 HIGH
CVE-2019-12110,1,7.5 HIGH
CVE-2019-12111,1,7.5 HIGH
CVE-2019-12139,1,6.1 MEDIUM
CVE-2019-12149,1,9.8 CRITICAL
CVE-2019-12155,1,7.5 HIGH
CVE-2019-1217,1,7.5 HIGH
CVE-2019-12175,1,7.5 HIGH
CVE-2019-12186,1,4.8 MEDIUM
CVE-2019-12203,1,6.3 MEDIUM
CVE-2019-12204,1,9.8 CRITICAL
CVE-2019-12205,1,6.1 MEDIUM
CVE-2019-12209,1,7.5 HIGH
CVE-2019-12210,1,8.1 HIGH
CVE-2019-12211,1,7.5 HIGH
CVE-2019-12212,1,7.5 HIGH
CVE-2019-12213,1,6.5 MEDIUM
CVE-2019-12214,1,7.5 HIGH
CVE-2019-12216,1,6.5 MEDIUM
CVE-2019-12217,1,6.5 MEDIUM
CVE-2019-12218,1,6.5 MEDIUM
CVE-2019-12219,1,8.8 HIGH
CVE-2019-12220,1,6.5 MEDIUM
CVE-2019-12221,1,6.5 MEDIUM
CVE-2019-12222,1,6.5 MEDIUM
CVE-2019-12243,1,7.5 HIGH
CVE-2019-12245,1,5.3 MEDIUM
CVE-2019-12246,1,4.3 MEDIUM
CVE-2019-12247,1,7.5 HIGH
CVE-2019-12248,1,4.3 MEDIUM
CVE-2019-12269,1,7.5 HIGH
CVE-2019-12274,1,8.8 HIGH
CVE-2019-12290,1,7.5 HIGH
CVE-2019-12291,1,7.5 HIGH
CVE-2019-12293,1,8.8 HIGH
CVE-2019-12295,1,7.5 HIGH
CVE-2019-12300,1,9.8 CRITICAL
CVE-2019-12308,1,6.1 MEDIUM
CVE-2019-12312,1,7.5 HIGH
CVE-2019-12313,1,6.1 MEDIUM
CVE-2019-12331,1,8.8 HIGH
CVE-2019-12360,1,7.1 HIGH
CVE-2019-1237,1,7.5 HIGH
CVE-2019-12378,1,5.5 MEDIUM
CVE-2019-12379,1,5.5 MEDIUM
CVE-2019-12380,1,5.5 MEDIUM
CVE-2019-12381,1,5.5 MEDIUM
CVE-2019-12382,1,5.5 MEDIUM
CVE-2019-12383,1,4.3 MEDIUM
CVE-2019-12384,1,5.9 MEDIUM
CVE-2019-12385,1,8.8 HIGH
CVE-2019-12386,1,5.4 MEDIUM
CVE-2019-12387,1,6.1 MEDIUM
CVE-2019-12397,1,6.1 MEDIUM
CVE-2019-12398,1,4.8 MEDIUM
CVE-2019-12399,1,7.5 HIGH
CVE-2019-12400,1,5.5 MEDIUM
CVE-2019-12401,1,7.5 HIGH
CVE-2019-12402,1,7.5 HIGH
CVE-2019-12404,1,6.1 MEDIUM
CVE-2019-12405,1,9.8 CRITICAL
CVE-2019-12406,1,6.5 MEDIUM
CVE-2019-12407,1,6.1 MEDIUM
CVE-2019-12408,1,7.5 HIGH
CVE-2019-12409,1,9.8 CRITICAL
CVE-2019-12410,1,7.5 HIGH
CVE-2019-12412,1,7.5 HIGH
CVE-2019-12413,1,5.3 MEDIUM
CVE-2019-12414,1,5.3 MEDIUM
CVE-2019-12415,1,5.5 MEDIUM
CVE-2019-12416,1,6.1 MEDIUM
CVE-2019-12417,1,4.8 MEDIUM
CVE-2019-12418,1,7.0 HIGH
CVE-2019-12419,1,9.8 CRITICAL
CVE-2019-12420,1,7.5 HIGH
CVE-2019-12421,1,8.8 HIGH
CVE-2019-12422,1,7.5 HIGH
CVE-2019-12423,1,7.5 HIGH
CVE-2019-12435,1,6.5 MEDIUM
CVE-2019-12436,1,6.5 MEDIUM
CVE-2019-12437,1,8.8 HIGH
CVE-2019-12439,1,7.8 HIGH
CVE-2019-12447,1,7.3 HIGH
CVE-2019-12448,1,8.1 HIGH
CVE-2019-12449,1,5.7 MEDIUM
CVE-2019-12450,1,9.8 CRITICAL
CVE-2019-12452,1,7.5 HIGH
CVE-2019-12455,1,5.5 MEDIUM
CVE-2019-12456,1,7.8 HIGH
CVE-2019-12463,1,8.8 HIGH
CVE-2019-12464,1,7.5 HIGH
CVE-2019-12465,1,8.1 HIGH
CVE-2019-12466,1,8.8 HIGH
CVE-2019-12467,1,5.3 MEDIUM
CVE-2019-12468,1,9.8 CRITICAL
CVE-2019-12469,1,6.5 MEDIUM
CVE-2019-12470,1,6.5 MEDIUM
CVE-2019-12471,1,6.1 MEDIUM
CVE-2019-12472,1,7.5 HIGH
CVE-2019-12473,1,7.5 HIGH
CVE-2019-12474,1,7.5 HIGH
CVE-2019-12481,1,5.5 MEDIUM
CVE-2019-12482,1,7.5 HIGH
CVE-2019-12483,1,7.8 HIGH
CVE-2019-12493,1,7.1 HIGH
CVE-2019-12495,1,5.5 MEDIUM
CVE-2019-12496,1,7.5 HIGH
CVE-2019-12497,1,5.3 MEDIUM
CVE-2019-12499,1,8.1 HIGH
CVE-2019-12519,1,9.8 CRITICAL
CVE-2019-12520,1,7.5 HIGH
CVE-2019-12521,1,5.9 MEDIUM
CVE-2019-12522,1,4.5 MEDIUM
CVE-2019-12523,1,9.1 CRITICAL
CVE-2019-12524,1,9.8 CRITICAL
CVE-2019-12525,1,9.8 CRITICAL
CVE-2019-12526,1,9.8 CRITICAL
CVE-2019-12527,1,8.8 HIGH
CVE-2019-12528,1,7.5 HIGH
CVE-2019-12529,1,5.9 MEDIUM
CVE-2019-12562,1,6.1 MEDIUM
CVE-2019-1258,1,8.8 HIGH
CVE-2019-12589,1,8.8 HIGH
CVE-2019-12594,1,9.8 CRITICAL
CVE-2019-12614,1,4.1 MEDIUM
CVE-2019-12615,1,7.5 HIGH
CVE-2019-12616,1,6.5 MEDIUM
CVE-2019-12617,1,2.7 LOW
CVE-2019-12618,1,9.8 CRITICAL
CVE-2019-12625,1,5.0 MEDIUM
CVE-2019-12728,1,8.1 HIGH
CVE-2019-12730,1,9.8 CRITICAL
CVE-2019-12732,1,4.7 MEDIUM
CVE-2019-12735,1,8.6 HIGH
CVE-2019-12741,1,6.1 MEDIUM
CVE-2019-12746,1,6.5 MEDIUM
CVE-2019-12747,1,8.8 HIGH
CVE-2019-12748,1,6.1 MEDIUM
CVE-2019-12749,1,7.1 HIGH
CVE-2019-12760,1,7.5 HIGH
CVE-2019-12761,1,7.5 HIGH
CVE-2019-12779,1,7.1 HIGH
CVE-2019-12781,1,5.3 MEDIUM
CVE-2019-12790,1,7.8 HIGH
CVE-2019-12795,1,7.8 HIGH
CVE-2019-12799,1,8.8 HIGH
CVE-2019-12802,1,7.8 HIGH
CVE-2019-12814,1,5.9 MEDIUM
CVE-2019-12815,1,9.8 CRITICAL
CVE-2019-12816,1,8.8 HIGH
CVE-2019-12817,1,7.0 HIGH
CVE-2019-12818,1,7.5 HIGH
CVE-2019-12819,1,5.5 MEDIUM
CVE-2019-12823,1,6.1 MEDIUM
CVE-2019-12827,1,6.5 MEDIUM
CVE-2019-12829,1,7.5 HIGH
CVE-2019-12838,1,9.8 CRITICAL
CVE-2019-12854,1,7.5 HIGH
CVE-2019-12855,1,7.4 HIGH
CVE-2019-12865,1,5.5 MEDIUM
CVE-2019-12874,1,9.8 CRITICAL
CVE-2019-12881,1,7.8 HIGH
CVE-2019-12900,1,9.8 CRITICAL
CVE-2019-12904,1,5.9 MEDIUM
CVE-2019-12921,1,6.5 MEDIUM
CVE-2019-12922,1,6.5 MEDIUM
CVE-2019-12928,1,9.8 CRITICAL
CVE-2019-12929,1,9.8 CRITICAL
CVE-2019-12935,1,6.1 MEDIUM
CVE-2019-12953,1,5.3 MEDIUM
CVE-2019-12957,1,7.8 HIGH
CVE-2019-12958,1,5.5 MEDIUM
CVE-2019-12970,1,6.1 MEDIUM
CVE-2019-12972,1,5.5 MEDIUM
CVE-2019-12973,1,5.5 MEDIUM
CVE-2019-12974,1,5.5 MEDIUM
CVE-2019-12975,1,5.5 MEDIUM
CVE-2019-12976,1,5.5 MEDIUM
CVE-2019-12977,1,7.8 HIGH
CVE-2019-12978,1,7.8 HIGH
CVE-2019-12979,1,7.8 HIGH
CVE-2019-1298,1,7.5 HIGH
CVE-2019-12984,1,5.5 MEDIUM
CVE-2019-12999,1,7.5 HIGH
CVE-2019-1300,1,7.5 HIGH
CVE-2019-1301,1,7.5 HIGH
CVE-2019-13012,1,7.5 HIGH
CVE-2019-1302,1,8.8 HIGH
CVE-2019-13031,1,8.1 HIGH
CVE-2019-13032,1,5.5 MEDIUM
CVE-2019-13033,1,3.3 LOW
CVE-2019-13038,1,6.1 MEDIUM
CVE-2019-13045,1,8.1 HIGH
CVE-2019-13050,1,7.5 HIGH
CVE-2019-13057,1,4.9 MEDIUM
CVE-2019-13068,1,5.4 MEDIUM
CVE-2019-1307,1,7.5 HIGH
CVE-2019-13072,1,5.4 MEDIUM
CVE-2019-13075,1,5.3 MEDIUM
CVE-2019-1308,1,7.5 HIGH
CVE-2019-13103,1,7.1 HIGH
CVE-2019-13104,1,7.8 HIGH
CVE-2019-13105,1,7.8 HIGH
CVE-2019-13106,1,7.8 HIGH
CVE-2019-13107,1,9.8 CRITICAL
CVE-2019-13108,1,6.5 MEDIUM
CVE-2019-13109,1,6.5 MEDIUM
CVE-2019-13110,1,6.5 MEDIUM
CVE-2019-13111,1,5.5 MEDIUM
CVE-2019-13112,1,6.5 MEDIUM
CVE-2019-13113,1,6.5 MEDIUM
CVE-2019-13114,1,6.5 MEDIUM
CVE-2019-13115,1,8.1 HIGH
CVE-2019-13116,1,9.8 CRITICAL
CVE-2019-13117,1,5.3 MEDIUM
CVE-2019-13118,1,5.3 MEDIUM
CVE-2019-13122,1,6.1 MEDIUM
CVE-2019-13126,1,7.5 HIGH
CVE-2019-13127,1,6.1 MEDIUM
CVE-2019-13132,1,9.8 CRITICAL
CVE-2019-13133,1,5.5 MEDIUM
CVE-2019-13134,1,5.5 MEDIUM
CVE-2019-13135,1,8.8 HIGH
CVE-2019-13136,1,7.8 HIGH
CVE-2019-13137,1,6.5 MEDIUM
CVE-2019-13139,1,8.4 HIGH
CVE-2019-13146,1,5.3 MEDIUM
CVE-2019-13147,1,6.5 MEDIUM
CVE-2019-13161,1,5.3 MEDIUM
CVE-2019-13164,1,7.8 HIGH
CVE-2019-13173,1,7.5 HIGH
CVE-2019-13177,1,9.8 CRITICAL
CVE-2019-13178,1,8.1 HIGH
CVE-2019-13179,1,7.5 HIGH
CVE-2019-13207,1,9.8 CRITICAL
CVE-2019-13209,1,6.1 MEDIUM
CVE-2019-13217,1,7.8 HIGH
CVE-2019-13218,1,5.5 MEDIUM
CVE-2019-13219,1,5.5 MEDIUM
CVE-2019-13220,1,7.1 HIGH
CVE-2019-13221,1,7.8 HIGH
CVE-2019-13222,1,7.1 HIGH
CVE-2019-13223,1,5.5 MEDIUM
CVE-2019-13224,1,9.8 CRITICAL
CVE-2019-13225,1,6.5 MEDIUM
CVE-2019-13232,1,3.3 LOW
CVE-2019-13233,1,7.0 HIGH
CVE-2019-13234,1,6.1 MEDIUM
CVE-2019-13235,1,6.1 MEDIUM
CVE-2019-13236,1,6.1 MEDIUM
CVE-2019-13237,1,4.3 MEDIUM
CVE-2019-13241,1,7.8 HIGH
CVE-2019-13272,1,7.8 HIGH
CVE-2019-13273,1,9.8 CRITICAL
CVE-2019-13274,1,6.1 MEDIUM
CVE-2019-13283,1,7.8 HIGH
CVE-2019-13290,1,7.8 HIGH
CVE-2019-13295,1,8.8 HIGH
CVE-2019-13296,1,6.5 MEDIUM
CVE-2019-13297,1,8.8 HIGH
CVE-2019-13298,1,8.8 HIGH
CVE-2019-13299,1,8.8 HIGH
CVE-2019-13300,1,8.8 HIGH
CVE-2019-13301,1,6.5 MEDIUM
CVE-2019-13302,1,8.8 HIGH
CVE-2019-13303,1,8.8 HIGH
CVE-2019-13304,1,7.8 HIGH
CVE-2019-13305,1,7.8 HIGH
CVE-2019-13306,1,7.8 HIGH
CVE-2019-13307,1,7.8 HIGH
CVE-2019-13308,1,8.8 HIGH
CVE-2019-13309,1,6.5 MEDIUM
CVE-2019-13310,1,6.5 MEDIUM
CVE-2019-13311,1,6.5 MEDIUM
CVE-2019-13312,1,8.8 HIGH
CVE-2019-13313,1,7.8 HIGH
CVE-2019-13345,1,6.1 MEDIUM
CVE-2019-1335,1,7.5 HIGH
CVE-2019-13351,1,8.1 HIGH
CVE-2019-13354,1,9.8 CRITICAL
CVE-2019-13376,1,6.5 MEDIUM
CVE-2019-13377,1,5.9 MEDIUM
CVE-2019-13389,1,6.1 MEDIUM
CVE-2019-13390,1,6.5 MEDIUM
CVE-2019-13391,1,8.8 HIGH
CVE-2019-13415,1,6.5 MEDIUM
CVE-2019-13416,1,6.5 MEDIUM
CVE-2019-13420,1,5.9 MEDIUM
CVE-2019-13421,1,4.9 MEDIUM
CVE-2019-13445,1,9.8 CRITICAL
CVE-2019-13451,1,9.8 CRITICAL
CVE-2019-13452,1,9.8 CRITICAL
CVE-2019-13453,1,6.5 MEDIUM
CVE-2019-13454,1,6.5 MEDIUM
CVE-2019-13455,1,9.8 CRITICAL
CVE-2019-13456,1,6.5 MEDIUM
CVE-2019-13458,1,6.5 MEDIUM
CVE-2019-13464,1,7.5 HIGH
CVE-2019-13465,1,8.6 HIGH
CVE-2019-1348,1,3.3 LOW
CVE-2019-13483,1,7.3 HIGH
CVE-2019-13484,1,9.8 CRITICAL
CVE-2019-13485,1,9.8 CRITICAL
CVE-2019-13486,1,9.8 CRITICAL
CVE-2019-1349,1,8.8 HIGH
CVE-2019-1350,1,8.8 HIGH
CVE-2019-13504,1,6.5 MEDIUM
CVE-2019-13506,1,6.1 MEDIUM
CVE-2019-13508,1,9.8 CRITICAL
CVE-2019-13509,1,7.5 HIGH
CVE-2019-1351,1,7.5 HIGH
CVE-2019-1352,1,8.8 HIGH
CVE-2019-1353,1,9.8 CRITICAL
CVE-2019-1354,1,8.8 HIGH
CVE-2019-13565,1,7.5 HIGH
CVE-2019-13566,1,9.8 CRITICAL
CVE-2019-13568,1,8.8 HIGH
CVE-2019-13574,1,7.8 HIGH
CVE-2019-13589,1,9.8 CRITICAL
CVE-2019-13590,1,5.5 MEDIUM
CVE-2019-13594,1,8.8 HIGH
CVE-2019-13602,1,7.8 HIGH
CVE-2019-13611,1,8.8 HIGH
CVE-2019-13615,1,5.5 MEDIUM
CVE-2019-13616,1,8.1 HIGH
CVE-2019-13618,1,7.5 HIGH
CVE-2019-13619,1,7.5 HIGH
CVE-2019-13626,1,6.5 MEDIUM
CVE-2019-13627,1,6.3 MEDIUM
CVE-2019-13628,1,4.7 MEDIUM
CVE-2019-13631,1,6.8 MEDIUM
CVE-2019-13636,1,5.9 MEDIUM
CVE-2019-13638,1,7.8 HIGH
CVE-2019-13640,1,9.8 CRITICAL
CVE-2019-13644,1,5.4 MEDIUM
CVE-2019-13645,1,5.4 MEDIUM
CVE-2019-13646,1,5.4 MEDIUM
CVE-2019-13647,1,5.4 MEDIUM
CVE-2019-13648,1,5.5 MEDIUM
CVE-2019-13659,1,4.3 MEDIUM
CVE-2019-1366,1,7.5 HIGH
CVE-2019-13660,1,5.3 MEDIUM
CVE-2019-13661,1,4.3 MEDIUM
CVE-2019-13662,1,6.5 MEDIUM
CVE-2019-13663,1,4.3 MEDIUM
CVE-2019-13664,1,6.5 MEDIUM
CVE-2019-13665,1,6.5 MEDIUM
CVE-2019-13666,1,7.4 HIGH
CVE-2019-13667,1,4.3 MEDIUM
CVE-2019-13668,1,7.4 HIGH
CVE-2019-13669,1,4.3 MEDIUM
CVE-2019-13670,1,6.5 MEDIUM
CVE-2019-13671,1,4.3 MEDIUM
CVE-2019-13672,1,6.5 MEDIUM
CVE-2019-13673,1,7.4 HIGH
CVE-2019-13674,1,4.3 MEDIUM
CVE-2019-13675,1,4.3 MEDIUM
CVE-2019-13676,1,4.3 MEDIUM
CVE-2019-13677,1,6.5 MEDIUM
CVE-2019-13678,1,6.5 MEDIUM
CVE-2019-13679,1,3.3 LOW
CVE-2019-13680,1,5.3 MEDIUM
CVE-2019-13681,1,4.3 MEDIUM
CVE-2019-13682,1,8.8 HIGH
CVE-2019-13683,1,6.5 MEDIUM
CVE-2019-13684,1,5.3 MEDIUM
CVE-2019-13685,1,8.8 HIGH
CVE-2019-13686,1,8.8 HIGH
CVE-2019-13687,1,8.8 HIGH
CVE-2019-13688,1,8.8 HIGH
CVE-2019-13691,1,4.3 MEDIUM
CVE-2019-13692,1,8.8 HIGH
CVE-2019-13693,1,8.8 HIGH
CVE-2019-13694,1,8.8 HIGH
CVE-2019-13695,1,8.8 HIGH
CVE-2019-13696,1,8.8 HIGH
CVE-2019-13697,1,6.5 MEDIUM
CVE-2019-13698,1,8.8 HIGH
CVE-2019-13699,1,8.8 HIGH
CVE-2019-13700,1,8.8 HIGH
CVE-2019-13701,1,4.3 MEDIUM
CVE-2019-13702,1,7.8 HIGH
CVE-2019-13703,1,4.3 MEDIUM
CVE-2019-13704,1,4.3 MEDIUM
CVE-2019-13705,1,4.3 MEDIUM
CVE-2019-13706,1,7.8 HIGH
CVE-2019-13707,1,5.5 MEDIUM
CVE-2019-13708,1,4.3 MEDIUM
CVE-2019-13709,1,6.5 MEDIUM
CVE-2019-13710,1,4.3 MEDIUM
CVE-2019-13711,1,5.3 MEDIUM
CVE-2019-13713,1,6.5 MEDIUM
CVE-2019-13714,1,6.1 MEDIUM
CVE-2019-13715,1,4.3 MEDIUM
CVE-2019-13716,1,4.3 MEDIUM
CVE-2019-13717,1,4.3 MEDIUM
CVE-2019-13718,1,4.3 MEDIUM
CVE-2019-13719,1,4.3 MEDIUM
CVE-2019-13720,1,8.8 HIGH
CVE-2019-13721,1,8.8 HIGH
CVE-2019-13723,1,8.8 HIGH
CVE-2019-13724,1,8.8 HIGH
CVE-2019-13725,1,8.8 HIGH
CVE-2019-13726,1,8.8 HIGH
CVE-2019-13727,1,8.8 HIGH
CVE-2019-13728,1,8.8 HIGH
CVE-2019-13729,1,8.8 HIGH
CVE-2019-13730,1,8.8 HIGH
CVE-2019-13732,1,8.8 HIGH
CVE-2019-13734,1,8.8 HIGH
CVE-2019-13735,1,8.8 HIGH
CVE-2019-13736,1,8.8 HIGH
CVE-2019-13737,1,6.5 MEDIUM
CVE-2019-13738,1,6.5 MEDIUM
CVE-2019-13739,1,6.5 MEDIUM
CVE-2019-13740,1,6.5 MEDIUM
CVE-2019-13741,1,8.8 HIGH
CVE-2019-13742,1,6.5 MEDIUM
CVE-2019-13743,1,6.5 MEDIUM
CVE-2019-13744,1,6.5 MEDIUM
CVE-2019-13745,1,6.5 MEDIUM
CVE-2019-13746,1,6.5 MEDIUM
CVE-2019-13747,1,8.8 HIGH
CVE-2019-13748,1,6.5 MEDIUM
CVE-2019-13749,1,6.5 MEDIUM
CVE-2019-13750,1,6.5 MEDIUM
CVE-2019-13751,1,6.5 MEDIUM
CVE-2019-13752,1,6.5 MEDIUM
CVE-2019-13753,1,6.5 MEDIUM
CVE-2019-13754,1,4.3 MEDIUM
CVE-2019-13755,1,4.3 MEDIUM
CVE-2019-13756,1,4.3 MEDIUM
CVE-2019-13757,1,4.3 MEDIUM
CVE-2019-13758,1,4.3 MEDIUM
CVE-2019-13759,1,4.3 MEDIUM
CVE-2019-13761,1,4.3 MEDIUM
CVE-2019-13762,1,3.3 LOW
CVE-2019-13763,1,4.3 MEDIUM
CVE-2019-13764,1,8.8 HIGH
CVE-2019-13765,1,6.5 MEDIUM
CVE-2019-13766,1,6.5 MEDIUM
CVE-2019-13767,1,8.8 HIGH
CVE-2019-13768,1,7.4 HIGH
CVE-2019-1387,1,8.8 HIGH
CVE-2019-13915,1,7.5 HIGH
CVE-2019-13917,1,9.8 CRITICAL
CVE-2019-13952,1,9.8 CRITICAL
CVE-2019-13960,1,5.5 MEDIUM
CVE-2019-13962,1,9.8 CRITICAL
CVE-2019-13970,1,6.1 MEDIUM
CVE-2019-13989,1,7.8 HIGH
CVE-2019-13990,1,9.8 CRITICAL
CVE-2019-14192,1,9.8 CRITICAL
CVE-2019-14193,1,9.8 CRITICAL
CVE-2019-14194,1,9.8 CRITICAL
CVE-2019-14195,1,9.8 CRITICAL
CVE-2019-14196,1,9.8 CRITICAL
CVE-2019-14197,1,9.1 CRITICAL
CVE-2019-14198,1,9.8 CRITICAL
CVE-2019-14199,1,9.8 CRITICAL
CVE-2019-14200,1,9.8 CRITICAL
CVE-2019-14201,1,9.8 CRITICAL
CVE-2019-14202,1,9.8 CRITICAL
CVE-2019-14203,1,9.8 CRITICAL
CVE-2019-14204,1,9.8 CRITICAL
CVE-2019-14232,1,7.5 HIGH
CVE-2019-14233,1,7.5 HIGH
CVE-2019-14234,1,9.8 CRITICAL
CVE-2019-14235,1,7.5 HIGH
CVE-2019-14241,1,7.5 HIGH
CVE-2019-14243,1,7.5 HIGH
CVE-2019-14247,1,5.5 MEDIUM
CVE-2019-14248,1,5.5 MEDIUM
CVE-2019-14249,1,6.5 MEDIUM
CVE-2019-14250,1,5.5 MEDIUM
CVE-2019-14262,1,7.5 HIGH
CVE-2019-14267,1,7.8 HIGH
CVE-2019-14271,1,9.8 CRITICAL
CVE-2019-14272,1,5.4 MEDIUM
CVE-2019-14273,1,5.3 MEDIUM
CVE-2019-14274,1,5.5 MEDIUM
CVE-2019-14275,1,5.5 MEDIUM
CVE-2019-14281,1,9.8 CRITICAL
CVE-2019-14282,1,9.8 CRITICAL
CVE-2019-14283,1,6.8 MEDIUM
CVE-2019-14284,1,6.2 MEDIUM
CVE-2019-14287,1,8.8 HIGH
CVE-2019-14295,1,5.5 MEDIUM
CVE-2019-14296,1,7.8 HIGH
CVE-2019-14317,1,5.3 MEDIUM
CVE-2019-14318,1,5.9 MEDIUM
CVE-2019-14322,1,7.5 HIGH
CVE-2019-14368,1,7.8 HIGH
CVE-2019-14369,1,6.5 MEDIUM
CVE-2019-14370,1,6.5 MEDIUM
CVE-2019-14371,1,6.5 MEDIUM
CVE-2019-14372,1,6.5 MEDIUM
CVE-2019-14378,1,8.8 HIGH
CVE-2019-14379,1,9.8 CRITICAL
CVE-2019-14380,1,6.5 MEDIUM
CVE-2019-14381,1,7.5 HIGH
CVE-2019-14382,1,6.5 MEDIUM
CVE-2019-14383,1,6.5 MEDIUM
CVE-2019-14433,1,6.5 MEDIUM
CVE-2019-14437,1,7.8 HIGH
CVE-2019-14438,1,7.8 HIGH
CVE-2019-14439,1,7.5 HIGH
CVE-2019-14441,1,6.5 MEDIUM
CVE-2019-14442,1,6.5 MEDIUM
CVE-2019-14443,1,6.5 MEDIUM
CVE-2019-14444,1,5.5 MEDIUM
CVE-2019-14452,1,7.5 HIGH
CVE-2019-14459,1,7.5 HIGH
CVE-2019-14462,1,9.1 CRITICAL
CVE-2019-14463,1,9.1 CRITICAL
CVE-2019-14464,1,5.5 MEDIUM
CVE-2019-14465,1,7.8 HIGH
CVE-2019-14466,1,6.5 MEDIUM
CVE-2019-14468,1,7.8 HIGH
CVE-2019-14470,1,6.1 MEDIUM
CVE-2019-14486,1,7.8 HIGH
CVE-2019-14491,1,8.2 HIGH
CVE-2019-14492,1,7.5 HIGH
CVE-2019-14493,1,7.5 HIGH
CVE-2019-14494,1,7.5 HIGH
CVE-2019-14496,1,7.8 HIGH
CVE-2019-14497,1,7.8 HIGH
CVE-2019-14498,1,7.8 HIGH
CVE-2019-14511,1,7.5 HIGH
CVE-2019-14513,1,7.5 HIGH
CVE-2019-14517,1,6.1 MEDIUM
CVE-2019-14523,1,7.8 HIGH
CVE-2019-14524,1,7.8 HIGH
CVE-2019-14528,1,7.8 HIGH
CVE-2019-14531,1,9.8 CRITICAL
CVE-2019-14532,1,9.8 CRITICAL
CVE-2019-14533,1,7.8 HIGH
CVE-2019-14534,1,5.5 MEDIUM
CVE-2019-14535,1,7.8 HIGH
CVE-2019-14537,1,9.8 CRITICAL
CVE-2019-14540,1,9.8 CRITICAL
CVE-2019-14541,1,7.8 HIGH
CVE-2019-14544,1,9.8 CRITICAL
CVE-2019-14553,1,4.9 MEDIUM
CVE-2019-14558,1,5.7 MEDIUM
CVE-2019-14559,1,7.5 HIGH
CVE-2019-14560,0,
CVE-2019-14562,1,5.5 MEDIUM
CVE-2019-14563,1,7.8 HIGH
CVE-2019-14575,1,7.8 HIGH
CVE-2019-14584,1,7.8 HIGH
CVE-2019-14586,1,8.0 HIGH
CVE-2019-14587,1,6.5 MEDIUM
CVE-2019-14607,1,5.3 MEDIUM
CVE-2019-14615,1,5.5 MEDIUM
CVE-2019-14653,1,6.1 MEDIUM
CVE-2019-14662,1,5.5 MEDIUM
CVE-2019-14663,1,5.5 MEDIUM
CVE-2019-14664,1,6.5 MEDIUM
CVE-2019-14665,1,5.5 MEDIUM
CVE-2019-14671,1,3.3 LOW
CVE-2019-14690,1,8.8 HIGH
CVE-2019-14691,1,8.8 HIGH
CVE-2019-14692,1,8.8 HIGH
CVE-2019-14697,1,9.8 CRITICAL
CVE-2019-14732,1,8.8 HIGH
CVE-2019-14733,1,8.8 HIGH
CVE-2019-14734,1,8.8 HIGH
CVE-2019-14744,1,7.8 HIGH
CVE-2019-14745,1,7.8 HIGH
CVE-2019-14751,1,7.5 HIGH
CVE-2019-14763,1,5.5 MEDIUM
CVE-2019-14772,1,6.1 MEDIUM
CVE-2019-14776,1,7.8 HIGH
CVE-2019-14777,1,7.8 HIGH
CVE-2019-14778,1,7.8 HIGH
CVE-2019-14802,1,5.3 MEDIUM
CVE-2019-14803,0,
CVE-2019-14806,1,7.5 HIGH
CVE-2019-14809,1,9.8 CRITICAL
CVE-2019-14811,1,7.8 HIGH
CVE-2019-14812,1,7.8 HIGH
CVE-2019-14813,1,9.8 CRITICAL
CVE-2019-14814,1,7.8 HIGH
CVE-2019-14815,1,7.8 HIGH
CVE-2019-14816,1,7.8 HIGH
CVE-2019-14817,1,7.8 HIGH
CVE-2019-14818,1,7.5 HIGH
CVE-2019-14819,1,8.8 HIGH
CVE-2019-14820,1,4.3 MEDIUM
CVE-2019-14821,1,8.8 HIGH
CVE-2019-14822,1,7.1 HIGH
CVE-2019-14823,1,7.4 HIGH
CVE-2019-14824,1,6.5 MEDIUM
CVE-2019-14825,1,2.7 LOW
CVE-2019-14826,1,4.4 MEDIUM
CVE-2019-14832,1,7.5 HIGH
CVE-2019-14833,1,5.4 MEDIUM
CVE-2019-14834,1,3.7 LOW
CVE-2019-14835,1,7.8 HIGH
CVE-2019-14837,1,9.1 CRITICAL
CVE-2019-14838,1,4.9 MEDIUM
CVE-2019-14842,1,9.8 CRITICAL
CVE-2019-14844,1,7.5 HIGH
CVE-2019-14846,1,7.8 HIGH
CVE-2019-14847,1,4.9 MEDIUM
CVE-2019-14850,1,3.7 LOW
CVE-2019-14851,1,6.5 MEDIUM
CVE-2019-14853,1,7.5 HIGH
CVE-2019-14855,1,7.5 HIGH
CVE-2019-14856,1,6.5 MEDIUM
CVE-2019-14857,1,6.1 MEDIUM
CVE-2019-14858,1,5.5 MEDIUM
CVE-2019-14859,1,9.1 CRITICAL
CVE-2019-14861,1,5.3 MEDIUM
CVE-2019-14862,1,6.1 MEDIUM
